Gene stable ID,Gene name,Human gene stable ID,Human gene name
ENSPMRG00000004350,EIF2S3,ENSG00000130741,EIF2S3
ENSPMRG00000004351,KDM5B,ENSG00000117139,KDM5B
ENSPMRG00000004352,,ENSG00000096080,MRPS18A
ENSPMRG00000004353,SLC2A12,ENSG00000146411,SLC2A12
ENSPMRG00000004354,,,
ENSPMRG00000004355,ERC2,ENSG00000187672,ERC2
ENSPMRG00000004356,VEGFA,ENSG00000112715,VEGFA
ENSPMRG00000004357,SGK1,ENSG00000118515,SGK1
ENSPMRG00000004358,,,
ENSPMRG00000004359,DTD2,ENSG00000129480,DTD2
ENSPMRG00000004360,,,
ENSPMRG00000004361,,,
ENSPMRG00000004362,,ENSG00000180992,MRPL14
ENSPMRG00000004363,,,
ENSPMRG00000004364,ALDH8A1,ENSG00000118514,ALDH8A1
ENSPMRG00000004365,DNAJC5,ENSG00000101152,DNAJC5
ENSPMRG00000004366,TMEM63B,ENSG00000137216,TMEM63B
ENSPMRG00000004367,HBS1L,ENSG00000112339,HBS1L
ENSPMRG00000004368,TPD52L2,ENSG00000101150,TPD52L2
ENSPMRG00000004369,CCDC66,ENSG00000180376,CCDC66
ENSPMRG00000004370,,,
ENSPMRG00000004371,MLIP,ENSG00000146147,MLIP
ENSPMRG00000004372,,,
ENSPMRG00000004373,MYB,ENSG00000118513,MYB
ENSPMRG00000004374,RIPPLY2,ENSG00000203877,RIPPLY2
ENSPMRG00000004375,,ENSG00000205669,ACOT6
ENSPMRG00000004375,,ENSG00000184227,ACOT1
ENSPMRG00000004375,,ENSG00000119673,ACOT2
ENSPMRG00000004375,,ENSG00000177465,ACOT4
ENSPMRG00000004376,ABHD16B,ENSG00000183260,ABHD16B
ENSPMRG00000004377,,,
ENSPMRG00000004378,,ENSG00000187105,HEATR4
ENSPMRG00000004379,,,
ENSPMRG00000004380,,ENSG00000065615,CYB5R4
ENSPMRG00000004381,CXCL12,ENSG00000107562,CXCL12
ENSPMRG00000004382,PNPT1,ENSG00000138035,PNPT1
ENSPMRG00000004383,,ENSG00000267041,ZNF850
ENSPMRG00000004384,CAPN11,ENSG00000137225,CAPN11
ENSPMRG00000004385,,ENSG00000058063,ATP11B
ENSPMRG00000004386,ZBTB46,ENSG00000130584,ZBTB46
ENSPMRG00000004387,TASOR,ENSG00000163946,TASOR
ENSPMRG00000004388,TMEM72,ENSG00000187783,TMEM72
ENSPMRG00000004389,,,
ENSPMRG00000004390,KLHL15,ENSG00000174010,KLHL15
ENSPMRG00000004391,,ENSG00000185950,IRS2
ENSPMRG00000004392,DCUN1D1,ENSG00000043093,DCUN1D1
ENSPMRG00000004393,RIOX1,ENSG00000170468,RIOX1
ENSPMRG00000004394,PAOX,ENSG00000148832,PAOX
ENSPMRG00000004395,SLC2A4RG,ENSG00000125520,SLC2A4RG
ENSPMRG00000004396,CACNA1E,ENSG00000198216,CACNA1E
ENSPMRG00000004397,PROX1,ENSG00000117707,PROX1
ENSPMRG00000004398,U6,,
ENSPMRG00000004399,,ENSG00000133961,NUMB
ENSPMRG00000004400,,,
ENSPMRG00000004401,MTG1,ENSG00000148824,MTG1
ENSPMRG00000004402,,ENSG00000133961,NUMB
ENSPMRG00000004403,MCCC1,ENSG00000078070,MCCC1
ENSPMRG00000004404,RPS6KC1,ENSG00000136643,RPS6KC1
ENSPMRG00000004405,,,
ENSPMRG00000004406,ZGPAT,ENSG00000197114,ZGPAT
ENSPMRG00000004407,,ENSG00000100767,PAPLN
ENSPMRG00000004408,,ENSG00000135541,AHI1
ENSPMRG00000004409,,,
ENSPMRG00000004410,ARFRP1,ENSG00000101246,ARFRP1
ENSPMRG00000004411,,,
ENSPMRG00000004412,,,
ENSPMRG00000004413,CHUK,ENSG00000213341,CHUK
ENSPMRG00000004414,,,
ENSPMRG00000004415,PGS1,ENSG00000087157,PGS1
ENSPMRG00000004416,,,
ENSPMRG00000004417,,,
ENSPMRG00000004418,,,
ENSPMRG00000004419,TNFRSF6B,ENSG00000243509,TNFRSF6B
ENSPMRG00000004420,SAT1,ENSG00000130066,SAT1
ENSPMRG00000004421,MRAP2,ENSG00000135324,MRAP2
ENSPMRG00000004422,,ENSG00000184557,SOCS3
ENSPMRG00000004423,KTI12,ENSG00000198841,KTI12
ENSPMRG00000004424,TINAG,ENSG00000137251,TINAG
ENSPMRG00000004425,,,
ENSPMRG00000004426,,,
ENSPMRG00000004427,,,
ENSPMRG00000004428,ANGEL2,ENSG00000174606,ANGEL2
ENSPMRG00000004429,,ENSG00000184557,SOCS3
ENSPMRG00000004430,,,
ENSPMRG00000004431,,,
ENSPMRG00000004432,,,
ENSPMRG00000004433,SLC29A1,ENSG00000112759,SLC29A1
ENSPMRG00000004434,CEP162,ENSG00000135315,CEP162
ENSPMRG00000004435,,ENSG00000100767,PAPLN
ENSPMRG00000004436,VASH2,ENSG00000143494,VASH2
ENSPMRG00000004437,,ENSG00000123171,CCDC70
ENSPMRG00000004438,FAM83B,ENSG00000168143,FAM83B
ENSPMRG00000004439,TMEM235,ENSG00000204278,TMEM235
ENSPMRG00000004440,ACOT9,ENSG00000123130,ACOT9
ENSPMRG00000004441,RTEL1,ENSG00000258366,RTEL1
ENSPMRG00000004442,,,
ENSPMRG00000004443,HCRTR2,ENSG00000137252,HCRTR2
ENSPMRG00000004444,,,
ENSPMRG00000004445,,,
ENSPMRG00000004446,COG3,ENSG00000136152,COG3
ENSPMRG00000004447,,,
ENSPMRG00000004448,FLVCR1,ENSG00000162769,FLVCR1
ENSPMRG00000004449,ARHGEF3,ENSG00000163947,ARHGEF3
ENSPMRG00000004450,BIRC5,ENSG00000089685,BIRC5
ENSPMRG00000004451,GFRAL,ENSG00000187871,GFRAL
ENSPMRG00000004452,COL4A1,ENSG00000187498,COL4A1
ENSPMRG00000004453,PSEN1,ENSG00000080815,PSEN1
ENSPMRG00000004454,,,
ENSPMRG00000004455,,,
ENSPMRG00000004456,GPX1,ENSG00000233276,GPX1
ENSPMRG00000004457,SLC35B2,ENSG00000157593,SLC35B2
ENSPMRG00000004458,SOX17,ENSG00000164736,SOX17
ENSPMRG00000004459,HEATR5A,ENSG00000129493,HEATR5A
ENSPMRG00000004460,,,
ENSPMRG00000004461,HMGCLL1,ENSG00000146151,HMGCLL1
ENSPMRG00000004462,,,
ENSPMRG00000004463,,,
ENSPMRG00000004464,TBX18,ENSG00000112837,TBX18
ENSPMRG00000004465,IL17RD,ENSG00000144730,IL17RD
ENSPMRG00000004466,NFKBIE,ENSG00000146232,NFKBIE
ENSPMRG00000004467,RBM25,ENSG00000119707,RBM25
ENSPMRG00000004468,TATDN3,ENSG00000203705,TATDN3
ENSPMRG00000004469,MRPL15,ENSG00000137547,MRPL15
ENSPMRG00000004470,PDE7B,ENSG00000171408,PDE7B
ENSPMRG00000004471,TMEM151B,ENSG00000178233,TMEM151B
ENSPMRG00000004472,,,
ENSPMRG00000004473,,ENSG00000146221,TCTE1
ENSPMRG00000004474,ZFYVE1,ENSG00000165861,ZFYVE1
ENSPMRG00000004475,MYBPC3,ENSG00000134571,MYBPC3
ENSPMRG00000004476,PRDX4,ENSG00000123131,PRDX4
ENSPMRG00000004477,NSL1,ENSG00000117697,NSL1
ENSPMRG00000004478,AFMID,ENSG00000183077,AFMID
ENSPMRG00000004479,LYPLA1,ENSG00000120992,LYPLA1
ENSPMRG00000004480,RHOA,ENSG00000067560,RHOA
ENSPMRG00000004481,NT5E,ENSG00000135318,NT5E
ENSPMRG00000004482,BMP5,ENSG00000112175,BMP5
ENSPMRG00000004483,BATF3,ENSG00000123685,BATF3
ENSPMRG00000004484,,,
ENSPMRG00000004485,,,
ENSPMRG00000004486,TRAIP,ENSG00000183763,TRAIP
ENSPMRG00000004487,PTCHD1,ENSG00000165186,PTCHD1
ENSPMRG00000004488,TCEA1,ENSG00000187735,TCEA1
ENSPMRG00000004489,HESX1,ENSG00000163666,HESX1
ENSPMRG00000004490,SNX14,ENSG00000135317,SNX14
ENSPMRG00000004491,TK1,ENSG00000167900,TK1
ENSPMRG00000004492,COL21A1,ENSG00000124749,COL21A1
ENSPMRG00000004493,U1,,
ENSPMRG00000004494,SYNGR2,ENSG00000108639,SYNGR2
ENSPMRG00000004495,,,
ENSPMRG00000004496,ATF3,ENSG00000162772,ATF3
ENSPMRG00000004497,STMN3,ENSG00000197457,STMN3
ENSPMRG00000004498,PHEX,ENSG00000102174,PHEX
ENSPMRG00000004499,APPL1,ENSG00000157500,APPL1
ENSPMRG00000004500,TMC8,ENSG00000167895,TMC8
ENSPMRG00000004501,MTFR2,ENSG00000146410,MTFR2
ENSPMRG00000004502,NENF,ENSG00000117691,NENF
ENSPMRG00000004503,RGS20,ENSG00000147509,RGS20
ENSPMRG00000004504,SYNCRIP,ENSG00000135316,SYNCRIP
ENSPMRG00000004505,GMEB2,ENSG00000101216,GMEB2
ENSPMRG00000004506,AARS2,ENSG00000124608,AARS2
ENSPMRG00000004507,TMC6,ENSG00000141524,TMC6
ENSPMRG00000004508,PACC1,ENSG00000065600,PACC1
ENSPMRG00000004509,CAMKV,ENSG00000164076,CAMKV
ENSPMRG00000004510,,,
ENSPMRG00000004511,,ENSG00000199857,
ENSPMRG00000004511,,ENSG00000275072,SNORD50B
ENSPMRG00000004511,,ENSG00000202335,
ENSPMRG00000004512,HELZ2,ENSG00000130589,HELZ2
ENSPMRG00000004513,,,
ENSPMRG00000004514,PPP2R5A,ENSG00000066027,PPP2R5A
ENSPMRG00000004515,HTR1E,ENSG00000168830,HTR1E
ENSPMRG00000004516,,,
ENSPMRG00000004517,,,
ENSPMRG00000004518,CGA,ENSG00000135346,CGA
ENSPMRG00000004519,ASB14,ENSG00000239388,ASB14
ENSPMRG00000004520,DPF3,ENSG00000205683,DPF3
ENSPMRG00000004521,ATP6V1H,ENSG00000047249,ATP6V1H
ENSPMRG00000004522,ARL16,ENSG00000214087,ARL16
ENSPMRG00000004523,DTL,ENSG00000143476,DTL
ENSPMRG00000004524,FNDC11,ENSG00000125531,FNDC11
ENSPMRG00000004525,ZNF292,ENSG00000188994,ZNF292
ENSPMRG00000004526,BCLAF1,ENSG00000029363,BCLAF1
ENSPMRG00000004527,STK35,ENSG00000125834,STK35
ENSPMRG00000004528,,,
ENSPMRG00000004529,,,
ENSPMRG00000004530,PDYN,ENSG00000101327,PDYN
ENSPMRG00000004531,HGS,ENSG00000185359,HGS
ENSPMRG00000004532,GJB7,ENSG00000164411,GJB7
ENSPMRG00000004533,SMIM8,ENSG00000111850,SMIM8
ENSPMRG00000004534,,,
ENSPMRG00000004535,INTS7,ENSG00000143493,INTS7
ENSPMRG00000004536,,,
ENSPMRG00000004537,C6orf163,ENSG00000203872,C6orf163
ENSPMRG00000004538,,ENSG00000196209,SIRPB2
ENSPMRG00000004539,OPRK1,ENSG00000082556,OPRK1
ENSPMRG00000004540,,,
ENSPMRG00000004541,,,
ENSPMRG00000004542,CFAP206,ENSG00000272514,CFAP206
ENSPMRG00000004543,,,
ENSPMRG00000004544,,,
ENSPMRG00000004545,SMS,ENSG00000102172,SMS
ENSPMRG00000004546,MCF2L2,ENSG00000053524,MCF2L2
ENSPMRG00000004547,NPBWR1,ENSG00000288611,NPBWR1
ENSPMRG00000004548,,ENSG00000196209,SIRPB2
ENSPMRG00000004549,,,
ENSPMRG00000004550,,,
ENSPMRG00000004551,SLC35A1,ENSG00000164414,SLC35A1
ENSPMRG00000004552,LPGAT1,ENSG00000123684,LPGAT1
ENSPMRG00000004553,MRPL12,ENSG00000262814,MRPL12
ENSPMRG00000004554,,ENSG00000196209,SIRPB2
ENSPMRG00000004555,MST1R,ENSG00000164078,MST1R
ENSPMRG00000004556,MBTPS2,ENSG00000012174,MBTPS2
ENSPMRG00000004557,,ENSG00000196209,SIRPB2
ENSPMRG00000004558,NEK2,ENSG00000117650,NEK2
ENSPMRG00000004559,SLITRK6,ENSG00000184564,SLITRK6
ENSPMRG00000004560,RARS2,ENSG00000146282,RARS2
ENSPMRG00000004561,U1,ENSG00000200745,RNU1-31P
ENSPMRG00000004562,MAP7,ENSG00000135525,MAP7
ENSPMRG00000004563,,ENSG00000196209,SIRPB2
ENSPMRG00000004564,SMPX,ENSG00000091482,SMPX
ENSPMRG00000004565,,,
ENSPMRG00000004566,MON1A,ENSG00000164077,MON1A
ENSPMRG00000004567,DHPS,ENSG00000095059,DHPS
ENSPMRG00000004568,SLC25A10,ENSG00000183048,SLC25A10
ENSPMRG00000004569,KLHL34,ENSG00000185915,KLHL34
ENSPMRG00000004570,SLC30A1,ENSG00000170385,SLC30A1
ENSPMRG00000004571,U6,,
ENSPMRG00000004572,RB1CC1,ENSG00000023287,RB1CC1
ENSPMRG00000004573,RGS6,ENSG00000182732,RGS6
ENSPMRG00000004574,RD3,ENSG00000198570,RD3
ENSPMRG00000004575,,ENSG00000154265,ABCA5
ENSPMRG00000004576,,,
ENSPMRG00000004577,TRAF5,ENSG00000082512,TRAF5
ENSPMRG00000004578,,,
ENSPMRG00000004579,RBM6,ENSG00000004534,RBM6
ENSPMRG00000004580,ORC3,ENSG00000135336,ORC3
ENSPMRG00000004581,,,
ENSPMRG00000004582,,,
ENSPMRG00000004583,ABCA12,ENSG00000144452,ABCA12
ENSPMRG00000004584,,,
ENSPMRG00000004585,,ENSG00000101266,CSNK2A1
ENSPMRG00000004585,,ENSG00000254598,CSNK2A3
ENSPMRG00000004586,CABLES2,ENSG00000149679,CABLES2
ENSPMRG00000004587,RCOR3,ENSG00000117625,RCOR3
ENSPMRG00000004588,,ENSG00000213462,ERV3-1
ENSPMRG00000004589,Vault,,
ENSPMRG00000004590,,,
ENSPMRG00000004591,,,
ENSPMRG00000004592,MAP3K5,ENSG00000197442,MAP3K5
ENSPMRG00000004593,SLITRK5,ENSG00000165300,SLITRK5
ENSPMRG00000004594,,,
ENSPMRG00000004595,RBBP8NL,ENSG00000130701,RBBP8NL
ENSPMRG00000004596,,,
ENSPMRG00000004597,RBM5,ENSG00000003756,RBM5
ENSPMRG00000004598,KCNH1,ENSG00000143473,KCNH1
ENSPMRG00000004599,,,
ENSPMRG00000004600,GATA5,ENSG00000130700,GATA5
ENSPMRG00000004601,,,
ENSPMRG00000004602,AKIRIN2,ENSG00000135334,AKIRIN2
ENSPMRG00000004603,,ENSG00000153774,CFDP1
ENSPMRG00000004604,,,
ENSPMRG00000004605,,ENSG00000284508,MIR133A2
ENSPMRG00000004605,,ENSG00000199080,MIR133B
ENSPMRG00000004606,SPACA1,ENSG00000118434,SPACA1
ENSPMRG00000004607,MIR18A,ENSG00000283815,MIR18A
ENSPMRG00000004608,ALKAL1,ENSG00000196711,ALKAL1
ENSPMRG00000004609,MIR19A,ENSG00000284204,MIR19A
ENSPMRG00000004610,CNR1,ENSG00000118432,CNR1
ENSPMRG00000004611,,,
ENSPMRG00000004612,HHAT,ENSG00000054392,HHAT
ENSPMRG00000004613,SLCO4A1,ENSG00000101187,SLCO4A1
ENSPMRG00000004614,Vault,,
ENSPMRG00000004615,GPC6,ENSG00000183098,GPC6
ENSPMRG00000004616,Vault,,
ENSPMRG00000004617,Vault,,
ENSPMRG00000004618,RNGTT,ENSG00000111880,RNGTT
ENSPMRG00000004619,PEX7,ENSG00000112357,PEX7
ENSPMRG00000004620,Vault,,
ENSPMRG00000004621,Vault,,
ENSPMRG00000004622,,,
ENSPMRG00000004623,SEMA3F,ENSG00000001617,SEMA3F
ENSPMRG00000004624,,,
ENSPMRG00000004625,Vault,,
ENSPMRG00000004626,,,
ENSPMRG00000004627,Vault,,
ENSPMRG00000004628,SLC35D3,ENSG00000182747,SLC35D3
ENSPMRG00000004629,TCF15,ENSG00000125878,TCF15
ENSPMRG00000004630,DCT,ENSG00000080166,DCT
ENSPMRG00000004631,Vault,,
ENSPMRG00000004632,NTSR1,ENSG00000101188,NTSR1
ENSPMRG00000004633,SERTAD4,ENSG00000082497,SERTAD4
ENSPMRG00000004634,,,
ENSPMRG00000004635,,ENSG00000118579,MED28
ENSPMRG00000004636,,ENSG00000112130,RNF8
ENSPMRG00000004637,IL20RA,ENSG00000016402,IL20RA
ENSPMRG00000004638,,,
ENSPMRG00000004639,MRGBP,ENSG00000101189,MRGBP
ENSPMRG00000004640,ST18,ENSG00000147488,ST18
ENSPMRG00000004641,SRXN1,ENSG00000271303,SRXN1
ENSPMRG00000004642,PNRC1,ENSG00000146278,PNRC1
ENSPMRG00000004643,SRSF12,ENSG00000154548,SRSF12
ENSPMRG00000004644,SCRT2,ENSG00000215397,SCRT2
ENSPMRG00000004645,GNAT1,ENSG00000114349,GNAT1
ENSPMRG00000004646,TGDS,ENSG00000088451,TGDS
ENSPMRG00000004647,OGFR,ENSG00000060491,OGFR
ENSPMRG00000004648,SYT14,ENSG00000143469,SYT14
ENSPMRG00000004649,,,
ENSPMRG00000004650,SLC52A3,ENSG00000101276,SLC52A3
ENSPMRG00000004651,PM20D2,ENSG00000146281,PM20D2
ENSPMRG00000004652,U6,ENSG00000252332,RNU6-911P
ENSPMRG00000004652,U6,ENSG00000200799,RNU6-770P
ENSPMRG00000004652,U6,ENSG00000206819,RNU6-260P
ENSPMRG00000004652,U6,ENSG00000252804,RNU6-958P
ENSPMRG00000004652,U6,ENSG00000252651,RNU6-557P
ENSPMRG00000004652,U6,ENSG00000252065,RNU6-864P
ENSPMRG00000004652,U6,ENSG00000251954,RNU6-496P
ENSPMRG00000004653,,,
ENSPMRG00000004654,Vault,,
ENSPMRG00000004655,,,
ENSPMRG00000004656,,ENSG00000027697,IFNGR1
ENSPMRG00000004657,FAM110A,ENSG00000125898,FAM110A
ENSPMRG00000004658,Vault,,
ENSPMRG00000004659,,,
ENSPMRG00000004660,,,
ENSPMRG00000004661,GABRR1,ENSG00000146276,GABRR1
ENSPMRG00000004662,Vault,,
ENSPMRG00000004663,GNAI2,ENSG00000114353,GNAI2
ENSPMRG00000004664,,ENSG00000101280,ANGPT4
ENSPMRG00000004665,OLIG3,ENSG00000177468,OLIG3
ENSPMRG00000004666,Vault,,
ENSPMRG00000004667,Vault,,
ENSPMRG00000004668,,,
ENSPMRG00000004669,Vault,,
ENSPMRG00000004670,TNFAIP3,ENSG00000118503,TNFAIP3
ENSPMRG00000004671,SLC38A3,ENSG00000188338,SLC38A3
ENSPMRG00000004672,Vault,,
ENSPMRG00000004673,GABRR2,ENSG00000111886,GABRR2
ENSPMRG00000004674,RSPO4,ENSG00000101282,RSPO4
ENSPMRG00000004675,Vault,,
ENSPMRG00000004676,Vault,,
ENSPMRG00000004677,,ENSG00000112378,PERP
ENSPMRG00000004678,,,
ENSPMRG00000004679,Vault,,
ENSPMRG00000004680,GPR180,ENSG00000152749,GPR180
ENSPMRG00000004681,,,
ENSPMRG00000004682,UBE2J1,ENSG00000198833,UBE2J1
ENSPMRG00000004683,Vault,,
ENSPMRG00000004684,,,
ENSPMRG00000004685,,ENSG00000112378,PERP
ENSPMRG00000004686,SEMA3B,ENSG00000012171,SEMA3B
ENSPMRG00000004687,Vault,,
ENSPMRG00000004688,PSMF1,ENSG00000125818,PSMF1
ENSPMRG00000004689,RRAGD,ENSG00000025039,RRAGD
ENSPMRG00000004690,SOX21,ENSG00000125285,SOX21
ENSPMRG00000004691,Vault,,
ENSPMRG00000004692,TCFL5,ENSG00000101190,TCFL5
ENSPMRG00000004693,UTP25,ENSG00000117597,UTP25
ENSPMRG00000004694,,ENSG00000164346,NSA2
ENSPMRG00000004695,Vault,,
ENSPMRG00000004696,Vault,,
ENSPMRG00000004697,Vault,,
ENSPMRG00000004698,DST,ENSG00000151914,DST
ENSPMRG00000004699,PDLIM1,ENSG00000107438,PDLIM1
ENSPMRG00000004700,TMEM74B,ENSG00000125895,TMEM74B
ENSPMRG00000004701,ARFGEF3,ENSG00000112379,ARFGEF3
ENSPMRG00000004702,Vault,,
ENSPMRG00000004703,BSN,ENSG00000164061,BSN
ENSPMRG00000004704,,,
ENSPMRG00000004705,Vault,,
ENSPMRG00000004706,MRPS10,ENSG00000048544,MRPS10
ENSPMRG00000004707,,ENSG00000112130,RNF8
ENSPMRG00000004708,RAD21L1,ENSG00000244588,RAD21L1
ENSPMRG00000004709,DIDO1,ENSG00000101191,DIDO1
ENSPMRG00000004710,,,
ENSPMRG00000004711,CMTR1,ENSG00000137200,CMTR1
ENSPMRG00000004712,HELLS,ENSG00000119969,HELLS
ENSPMRG00000004713,TRERF1,ENSG00000124496,TRERF1
ENSPMRG00000004714,APEH,ENSG00000164062,APEH
ENSPMRG00000004715,SNPH,ENSG00000101298,SNPH
ENSPMRG00000004716,ANKRD6,ENSG00000135299,ANKRD6
ENSPMRG00000004717,CCDC167,ENSG00000198937,CCDC167
ENSPMRG00000004718,PCMTD1,ENSG00000168300,PCMTD1
ENSPMRG00000004719,SDCBP2,ENSG00000125775,SDCBP2
ENSPMRG00000004720,HEBP2,ENSG00000051620,HEBP2
ENSPMRG00000004721,,,
ENSPMRG00000004722,,,
ENSPMRG00000004723,,,
ENSPMRG00000004724,MDGA1,ENSG00000112139,MDGA1
ENSPMRG00000004725,,,
ENSPMRG00000004726,SLC44A4,ENSG00000204385,SLC44A4
ENSPMRG00000004727,,,
ENSPMRG00000004728,SNTG1,ENSG00000147481,SNTG1
ENSPMRG00000004729,,ENSG00000088832,FKBP1A
ENSPMRG00000004729,,ENSG00000198225,FKBP1C
ENSPMRG00000004730,,ENSG00000197635,DPP4
ENSPMRG00000004731,BLOC1S2,ENSG00000196072,BLOC1S2
ENSPMRG00000004732,NHSL1,ENSG00000135540,NHSL1
ENSPMRG00000004733,,ENSG00000024048,UBR2
ENSPMRG00000004734,,,
ENSPMRG00000004735,CNKSR2,ENSG00000149970,CNKSR2
ENSPMRG00000004736,,,
ENSPMRG00000004737,,,
ENSPMRG00000004738,GID8,ENSG00000101193,GID8
ENSPMRG00000004739,ZFAND3,ENSG00000156639,ZFAND3
ENSPMRG00000004740,PPDPFL,ENSG00000168333,PPDPFL
ENSPMRG00000004741,NSFL1C,ENSG00000088833,NSFL1C
ENSPMRG00000004742,PKD2L1,ENSG00000107593,PKD2L1
ENSPMRG00000004743,,,
ENSPMRG00000004744,SNAI2,ENSG00000019549,SNAI2
ENSPMRG00000004745,BTBD9,ENSG00000183826,BTBD9
ENSPMRG00000004746,UBE2V2,ENSG00000169139,UBE2V2
ENSPMRG00000004747,SLC17A9,ENSG00000101194,SLC17A9
ENSPMRG00000004748,BARD1,ENSG00000138376,BARD1
ENSPMRG00000004749,SCD,ENSG00000099194,SCD
ENSPMRG00000004750,MCM4,ENSG00000104738,MCM4
ENSPMRG00000004751,GLO1,ENSG00000124767,GLO1
ENSPMRG00000004752,TBC1D20,ENSG00000125875,TBC1D20
ENSPMRG00000004753,BHLHE23,ENSG00000125533,BHLHE23
ENSPMRG00000004754,,ENSG00000155621,C9orf85
ENSPMRG00000004755,,,
ENSPMRG00000004756,,ENSG00000124721,DNAH8
ENSPMRG00000004757,,,
ENSPMRG00000004758,VWC2L,ENSG00000174453,VWC2L
ENSPMRG00000004759,CCDC28A,ENSG00000024862,CCDC28A
ENSPMRG00000004760,RBCK1,ENSG00000125826,RBCK1
ENSPMRG00000004761,,ENSG00000144451,SPAG16
ENSPMRG00000004762,,,
ENSPMRG00000004763,TRIB3,ENSG00000101255,TRIB3
ENSPMRG00000004764,ECT2L,ENSG00000203734,ECT2L
ENSPMRG00000004765,,,
ENSPMRG00000004766,MST1,ENSG00000173531,MST1
ENSPMRG00000004767,,ENSG00000144451,SPAG16
ENSPMRG00000004768,,ENSG00000125841,NRSN2
ENSPMRG00000004769,,,
ENSPMRG00000004770,EVA1C,ENSG00000166979,EVA1C
ENSPMRG00000004771,,ENSG00000198805,PNP
ENSPMRG00000004772,,ENSG00000030419,IKZF2
ENSPMRG00000004773,,,
ENSPMRG00000004774,,ENSG00000153774,CFDP1
ENSPMRG00000004775,CFAP298,ENSG00000159079,CFAP298
ENSPMRG00000004776,,ENSG00000030419,IKZF2
ENSPMRG00000004777,IFRD2,ENSG00000214706,IFRD2
ENSPMRG00000004778,REM1,ENSG00000088320,REM1
ENSPMRG00000004779,NID1,ENSG00000116962,NID1
ENSPMRG00000004780,,,
ENSPMRG00000004781,PRPH2,ENSG00000112619,PRPH2
ENSPMRG00000004782,U4,,
ENSPMRG00000004783,,,
ENSPMRG00000004784,TBCC,ENSG00000124659,TBCC
ENSPMRG00000004785,PARS2,ENSG00000162396,PARS2
ENSPMRG00000004786,HYAL3,ENSG00000186792,HYAL3
ENSPMRG00000004787,ERBB4,ENSG00000178568,ERBB4
ENSPMRG00000004788,,,
ENSPMRG00000004789,BICRAL,ENSG00000112624,BICRAL
ENSPMRG00000004790,NAA80,ENSG00000243477,NAA80
ENSPMRG00000004791,GPR137B,ENSG00000077585,GPR137B
ENSPMRG00000004792,HYAL1,ENSG00000114378,HYAL1
ENSPMRG00000004793,,ENSG00000184313,MROH7
ENSPMRG00000004794,PKDCC,ENSG00000162878,PKDCC
ENSPMRG00000004795,HYAL2,ENSG00000068001,HYAL2
ENSPMRG00000004796,,,
ENSPMRG00000004797,ERO1B,ENSG00000086619,ERO1B
ENSPMRG00000004798,TUSC2,ENSG00000114383,TUSC2
ENSPMRG00000004799,COL4A2,ENSG00000134871,COL4A2
ENSPMRG00000004800,TTC4,ENSG00000243725,TTC4
ENSPMRG00000004801,U1,ENSG00000200745,RNU1-31P
ENSPMRG00000004802,,,
ENSPMRG00000004803,,,
ENSPMRG00000004804,,,
ENSPMRG00000004805,,,
ENSPMRG00000004806,,,
ENSPMRG00000004807,SWAP70,ENSG00000133789,SWAP70
ENSPMRG00000004808,RASSF1,ENSG00000068028,RASSF1
ENSPMRG00000004809,CYP26A1,ENSG00000095596,CYP26A1
ENSPMRG00000004810,PPT2,ENSG00000221988,PPT2
ENSPMRG00000004811,SIPA1L1,ENSG00000197555,SIPA1L1
ENSPMRG00000004812,CYP26C1,ENSG00000187553,CYP26C1
ENSPMRG00000004813,ACOT11,ENSG00000162390,ACOT11
ENSPMRG00000004814,EML4,ENSG00000143924,EML4
ENSPMRG00000004815,PRKDC,ENSG00000253729,PRKDC
ENSPMRG00000004816,EXOC6,ENSG00000138190,EXOC6
ENSPMRG00000004817,,ENSG00000166483,WEE1
ENSPMRG00000004818,,,
ENSPMRG00000004819,ZMYND10,ENSG00000004838,ZMYND10
ENSPMRG00000004820,,,
ENSPMRG00000004821,HHEX,ENSG00000152804,HHEX
ENSPMRG00000004822,LGALS8,ENSG00000116977,LGALS8
ENSPMRG00000004823,SSBP3,ENSG00000157216,SSBP3
ENSPMRG00000004824,,,
ENSPMRG00000004825,KIF11,ENSG00000138160,KIF11
ENSPMRG00000004826,SYNJ1,ENSG00000159082,SYNJ1
ENSPMRG00000004827,LYRM2,ENSG00000083099,LYRM2
ENSPMRG00000004828,IDE,ENSG00000119912,IDE
ENSPMRG00000004829,SAP130,ENSG00000136715,SAP130
ENSPMRG00000004830,,,
ENSPMRG00000004831,,,
ENSPMRG00000004832,ZNF143,ENSG00000166478,ZNF143
ENSPMRG00000004833,,,
ENSPMRG00000004834,MRPL37,ENSG00000116221,MRPL37
ENSPMRG00000004835,,,
ENSPMRG00000004836,,,
ENSPMRG00000004837,U4,,
ENSPMRG00000004838,,,
ENSPMRG00000004839,,ENSG00000115944,COX7A2L
ENSPMRG00000004840,IPO7,ENSG00000205339,IPO7
ENSPMRG00000004841,SLC25A53,ENSG00000269743,SLC25A53
ENSPMRG00000004842,CYB5RL,ENSG00000215883,CYB5RL
ENSPMRG00000004843,,,
ENSPMRG00000004844,NPRL2,ENSG00000114388,NPRL2
ENSPMRG00000004845,,ENSG00000115944,COX7A2L
ENSPMRG00000004846,,,
ENSPMRG00000004847,,,
ENSPMRG00000004848,MARCHF5,ENSG00000198060,MARCHF5
